ID_CLIENT;AGE;BUDGET_MAX;MOTO_ACTUELLE;STYLE_DESIRE;DOULEUR_CLIENT;MOTS_CLES_IA
C-00217;31;9 100 €;Honda CB500F;Néo-Rétro 90s;Je veux le look d'avant mais la fiabilité de maintenant.;DESIR_90S
C-00218;38;6 400 €;BMW NineT;Sportive Vintage;Interdit de rouler en ville avec ma vieille moto (ZFE).;BUDGET_SERRE
C-00219;49;10 200 €;Kawasaki Z900;Café Racer Sportif;Trop de plastique, pas assez de carénage.;NOSTALGIE
C-00220;51;9 200 €;Yamaha XSR 700;Sportive Vintage;Trop de plastique, pas assez de carénage.;DESIR_90S
C-00221;44;6 600 €;Honda CB500F;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;BUDGET_SERRE
C-00222;53;8 400 €;Honda Hornet;Néo-Rétro 90s;Les motos neuves manquent d'âme.;NOSTALGIE
C-00223;54;11 000 €;Yamaha XSR 700;Néo-Rétro 90s;Je déteste le phare avant insecte.;BUDGET_SERRE
C-00224;31;8 500 €;Suzuki SV 650;Replica Bol d'Or;Je veux le look d'avant mais la fiabilité de maintenant.;COULEUR_VINTAGE
C-00225;49;7 900 €;Kawasaki Z650;Néo-Rétro 90s;Les motos neuves manquent d'âme.;COULEUR_VINTAGE
C-00226;30;7 000 €;Honda CB500F;Café Racer Sportif;Je veux des couleurs flashy (Violet/Rose).;FIABILITE_MODERNE
C-00227;48;10 800 €;BMW NineT;Néo-Rétro 90s;Les designs 'Manga' vieillissent mal.;REJET_MANGA
C-00228;31;10 800 €;Yamaha MT-07;Café Racer Sportif;Je déteste le phare avant insecte.;FIABILITE_MODERNE
C-00229;44;8 700 €;Suzuki SV 650;Néo-Rétro 90s;Trop de plastique, pas assez de carénage.;LOOK_CARRE
C-00230;24;10 600 €;Kawasaki Z900;Cyber-Punk 90s;Les designs 'Manga' vieillissent mal.;NOSTALGIE
C-00231;37;9 900 €;Kawasaki Z650;Café Racer Sportif;Je déteste le phare avant insecte.;LOOK_CARRE
C-00232;21;8 000 €;BMW NineT;Sportive Vintage;Je veux le look d'avant mais la fiabilité de maintenant.;COULEUR_VINTAGE
C-00233;29;8 400 €;Yamaha XSR 700;Néo-Rétro 90s;Les motos neuves manquent d'âme.;REJET_MANGA
C-00234;34;8 400 €;Honda CB500F;Néo-Rétro 90s;Je déteste le phare avant insecte.;FIABILITE_MODERNE
C-00235;54;8 400 €;Yamaha MT-07;Scrambler 80s;Les designs 'Manga' vieillissent mal.;BUDGET_SERRE
C-00236;48;8 700 €;Yamaha XSR 700;Cyber-Punk 90s;Les motos neuves manquent d'âme.;COULEUR_VINTAGE
C-00237;45;6 800 €;Yamaha MT-07;Replica Bol d'Or;Les designs 'Manga' vieillissent mal.;REJET_MANGA
C-00238;40;7 600 €;Honda CB500F;Néo-Rétro 90s;Trop de plastique, pas assez de carénage.;DESIR_90S
C-00239;32;6 100 €;Yamaha MT-07;Replica Bol d'Or;Les motos neuves manquent d'âme.;LOOK_CARRE
C-00240;27;6 100 €;Honda Hornet;Replica Bol d'Or;Je déteste le phare avant insecte.;DESIR_90S
C-00241;30;8 200 €;Honda Hornet;Café Racer Sportif;Les motos neuves manquent d'âme.;DESIR_90S
C-00242;23;6 000 €;Honda Hornet;Café Racer Sportif;Trop de plastique, pas assez de carénage.;DESIR_90S
C-00243;37;7 700 €;Suzuki SV 650;Café Racer Sportif;Les designs 'Manga' vieillissent mal.;FIABILITE_MODERNE
C-00244;27;9 300 €;BMW NineT;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;DESIR_90S
C-00245;20;8 300 €;BMW NineT;Néo-Rétro 90s;Trop de plastique, pas assez de carénage.;BUDGET_SERRE
C-00246;29;7 100 €;Kawasaki Z650;Scrambler 80s;Je veux des couleurs flashy (Violet/Rose).;BUDGET_SERRE
C-00247;27;10 200 €;Kawasaki Z650;Scrambler 80s;Je veux le look d'avant mais la fiabilité de maintenant.;NOSTALGIE
C-00248;42;8 600 €;Kawasaki Z650;Scrambler 80s;Interdit de rouler en ville avec ma vieille moto (ZFE).;DESIR_90S
C-00249;43;6 000 €;Yamaha XSR 700;Cyber-Punk 90s;Les designs 'Manga' vieillissent mal.;FIABILITE_MODERNE
C-00250;33;9 100 €;Honda Hornet;Cyber-Punk 90s;Les motos neuves manquent d'âme.;COULEUR_VINTAGE
C-00251;20;7 600 €;Honda CB500F;Sportive Vintage;Je veux le look d'avant mais la fiabilité de maintenant.;FIABILITE_MODERNE
C-00252;31;7 900 €;Honda CB500F;Replica Bol d'Or;Interdit de rouler en ville avec ma vieille moto (ZFE).;FIABILITE_MODERNE
C-00253;43;10 100 €;Kawasaki Z900;Café Racer Sportif;Interdit de rouler en ville avec ma vieille moto (ZFE).;DESIR_90S
C-00254;53;7 700 €;Honda Hornet;Sportive Vintage;Trop de plastique, pas assez de carénage.;FIABILITE_MODERNE
C-00255;39;8 300 €;Honda Hornet;Sportive Vintage;Trop de plastique, pas assez de carénage.;DESIR_90S
C-00256;36;8 000 €;Honda Hornet;Cyber-Punk 90s;Les motos neuves manquent d'âme.;BUDGET_SERRE
C-00257;53;10 100 €;Suzuki SV 650;Cyber-Punk 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;FIABILITE_MODERNE
C-00258;43;10 600 €;Yamaha MT-07;Sportive Vintage;Trop de plastique, pas assez de carénage.;REJET_MANGA
C-00259;55;10 700 €;Kawasaki Z900;Sportive Vintage;Je veux le look d'avant mais la fiabilité de maintenant.;REJET_MANGA
C-00260;21;6 200 €;Yamaha MT-07;Néo-Rétro 90s;Les motos neuves manquent d'âme.;DESIR_90S
C-00261;39;9 600 €;Yamaha XSR 700;Sportive Vintage;Je veux le look d'avant mais la fiabilité de maintenant.;COULEUR_VINTAGE
C-00262;50;9 100 €;Kawasaki Z900;Sportive Vintage;Les designs 'Manga' vieillissent mal.;BUDGET_SERRE
C-00263;29;6 300 €;BMW NineT;Sportive Vintage;Trop de plastique, pas assez de carénage.;NOSTALGIE
C-00264;43;9 900 €;Yamaha XSR 700;Scrambler 80s;Interdit de rouler en ville avec ma vieille moto (ZFE).;REJET_MANGA
C-00265;44;9 500 €;Yamaha XSR 700;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;BUDGET_SERRE
C-00266;38;8 100 €;Kawasaki Z900;Sportive Vintage;Je veux des couleurs flashy (Violet/Rose).;DESIR_90S
C-00267;24;10 400 €;Honda CB500F;Sportive Vintage;Les designs 'Manga' vieillissent mal.;REJET_MANGA
C-00268;42;10 100 €;Yamaha XSR 700;Replica Bol d'Or;Je veux des couleurs flashy (Violet/Rose).;COULEUR_VINTAGE
C-00269;40;8 800 €;Honda CB500F;Sportive Vintage;Je déteste le phare avant insecte.;REJET_MANGA
C-00270;22;8 500 €;Kawasaki Z900;Sportive Vintage;Trop de plastique, pas assez de carénage.;LOOK_CARRE
C-00271;35;10 400 €;Yamaha MT-07;Café Racer Sportif;Interdit de rouler en ville avec ma vieille moto (ZFE).;FIABILITE_MODERNE
C-00272;49;10 100 €;BMW NineT;Scrambler 80s;Je déteste le phare avant insecte.;NOSTALGIE
C-00273;44;6 800 €;Yamaha MT-07;Café Racer Sportif;Je veux le look d'avant mais la fiabilité de maintenant.;REJET_MANGA
C-00274;21;7 200 €;Kawasaki Z900;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;REJET_MANGA
C-00275;26;9 900 €;Suzuki SV 650;Sportive Vintage;Les designs 'Manga' vieillissent mal.;NOSTALGIE
C-00276;50;7 600 €;Yamaha MT-07;Sportive Vintage;Trop de plastique, pas assez de carénage.;REJET_MANGA
C-00277;28;6 900 €;Suzuki SV 650;Cyber-Punk 90s;Les motos neuves manquent d'âme.;DESIR_90S
C-00278;41;8 000 €;Kawasaki Z900;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;COULEUR_VINTAGE
C-00279;43;6 400 €;Honda CB500F;Sportive Vintage;Interdit de rouler en ville avec ma vieille moto (ZFE).;COULEUR_VINTAGE
C-00280;22;9 700 €;BMW NineT;Sportive Vintage;Je déteste le phare avant insecte.;REJET_MANGA
C-00281;46;7 400 €;Kawasaki Z900;Replica Bol d'Or;Les designs 'Manga' vieillissent mal.;LOOK_CARRE
C-00282;53;6 100 €;Kawasaki Z900;Sportive Vintage;Je déteste le phare avant insecte.;NOSTALGIE
C-00283;22;10 900 €;Kawasaki Z650;Cyber-Punk 90s;Trop de plastique, pas assez de carénage.;COULEUR_VINTAGE
C-00284;51;6 000 €;Kawasaki Z900;Replica Bol d'Or;Les designs 'Manga' vieillissent mal.;BUDGET_SERRE
C-00285;47;7 500 €;Honda Hornet;Néo-Rétro 90s;Je veux le look d'avant mais la fiabilité de maintenant.;BUDGET_SERRE
C-00286;53;8 600 €;Honda CB500F;Néo-Rétro 90s;Trop de plastique, pas assez de carénage.;NOSTALGIE
C-00287;53;8 500 €;Honda CB500F;Néo-Rétro 90s;Les designs 'Manga' vieillissent mal.;FIABILITE_MODERNE
C-00288;45;9 100 €;Yamaha XSR 700;Néo-Rétro 90s;Trop de plastique, pas assez de carénage.;NOSTALGIE
C-00289;50;6 700 €;BMW NineT;Sportive Vintage;Interdit de rouler en ville avec ma vieille moto (ZFE).;NOSTALGIE
C-00290;52;8 700 €;Yamaha XSR 700;Néo-Rétro 90s;Les designs 'Manga' vieillissent mal.;REJET_MANGA
C-00291;48;7 300 €;Honda CB500F;Néo-Rétro 90s;Je déteste le phare avant insecte.;REJET_MANGA
C-00292;54;8 900 €;Yamaha MT-07;Scrambler 80s;Je veux le look d'avant mais la fiabilité de maintenant.;BUDGET_SERRE
C-00293;44;6 700 €;Yamaha XSR 700;Café Racer Sportif;Les designs 'Manga' vieillissent mal.;FIABILITE_MODERNE
C-00294;46;7 600 €;Kawasaki Z650;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;BUDGET_SERRE
C-00295;36;6 000 €;Suzuki SV 650;Replica Bol d'Or;Je veux le look d'avant mais la fiabilité de maintenant.;REJET_MANGA
C-00296;39;6 500 €;Yamaha XSR 700;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;COULEUR_VINTAGE
C-00297;49;8 000 €;Honda Hornet;Sportive Vintage;Interdit de rouler en ville avec ma vieille moto (ZFE).;BUDGET_SERRE
C-00298;47;9 700 €;Suzuki SV 650;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;REJET_MANGA
C-00299;22;10 700 €;BMW NineT;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;LOOK_CARRE
C-00300;23;7 000 €;Yamaha XSR 700;Replica Bol d'Or;Trop de plastique, pas assez de carénage.;COULEUR_VINTAGE
C-00301;52;10 100 €;Yamaha MT-07;Sportive Vintage;Je veux des couleurs flashy (Violet/Rose).;LOOK_CARRE
C-00302;30;6 700 €;Kawasaki Z650;Cyber-Punk 90s;Les motos neuves manquent d'âme.;BUDGET_SERRE
C-00303;39;10 800 €;Honda Hornet;Replica Bol d'Or;Je déteste le phare avant insecte.;LOOK_CARRE
C-00304;46;7 000 €;Kawasaki Z650;Sportive Vintage;Les designs 'Manga' vieillissent mal.;BUDGET_SERRE
C-00305;22;6 600 €;Honda CB500F;Sportive Vintage;Trop de plastique, pas assez de carénage.;LOOK_CARRE
C-00306;28;8 200 €;Kawasaki Z650;Cyber-Punk 90s;Je veux des couleurs flashy (Violet/Rose).;NOSTALGIE
C-00307;45;7 600 €;Kawasaki Z900;Cyber-Punk 90s;Je veux des couleurs flashy (Violet/Rose).;NOSTALGIE
C-00308;43;8 400 €;Kawasaki Z900;Sportive Vintage;Je veux le look d'avant mais la fiabilité de maintenant.;DESIR_90S
C-00309;27;8 500 €;Suzuki SV 650;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;DESIR_90S
C-00310;27;6 400 €;Yamaha XSR 700;Sportive Vintage;Trop de plastique, pas assez de carénage.;DESIR_90S
C-00311;37;10 500 €;Honda CB500F;Néo-Rétro 90s;Les designs 'Manga' vieillissent mal.;NOSTALGIE
C-00312;33;8 000 €;Honda Hornet;Néo-Rétro 90s;Les designs 'Manga' vieillissent mal.;BUDGET_SERRE
C-00313;49;7 300 €;Kawasaki Z900;Néo-Rétro 90s;Je veux le look d'avant mais la fiabilité de maintenant.;BUDGET_SERRE
C-00314;54;8 000 €;Yamaha MT-07;Cyber-Punk 90s;Les designs 'Manga' vieillissent mal.;LOOK_CARRE
C-00315;50;6 100 €;Yamaha XSR 700;Scrambler 80s;Les designs 'Manga' vieillissent mal.;REJET_MANGA
C-00316;42;10 700 €;Honda CB500F;Replica Bol d'Or;Trop de plastique, pas assez de carénage.;BUDGET_SERRE
C-00317;30;6 600 €;Honda CB500F;Néo-Rétro 90s;Trop de plastique, pas assez de carénage.;BUDGET_SERRE
C-00318;41;7 600 €;Honda Hornet;Néo-Rétro 90s;Je veux le look d'avant mais la fiabilité de maintenant.;BUDGET_SERRE
C-00319;23;9 100 €;Yamaha XSR 700;Café Racer Sportif;Je déteste le phare avant insecte.;FIABILITE_MODERNE
C-00320;29;11 000 €;Yamaha XSR 700;Sportive Vintage;Interdit de rouler en ville avec ma vieille moto (ZFE).;REJET_MANGA
C-00321;31;9 300 €;BMW NineT;Sportive Vintage;Les designs 'Manga' vieillissent mal.;FIABILITE_MODERNE
C-00322;24;10 500 €;Honda Hornet;Replica Bol d'Or;Je déteste le phare avant insecte.;FIABILITE_MODERNE
C-00323;27;8 900 €;Kawasaki Z900;Néo-Rétro 90s;Les designs 'Manga' vieillissent mal.;DESIR_90S
C-00324;27;9 400 €;BMW NineT;Néo-Rétro 90s;Je déteste le phare avant insecte.;FIABILITE_MODERNE
C-00325;44;6 000 €;BMW NineT;Café Racer Sportif;Je veux le look d'avant mais la fiabilité de maintenant.;BUDGET_SERRE
C-00326;38;9 400 €;Kawasaki Z650;Néo-Rétro 90s;Les motos neuves manquent d'âme.;FIABILITE_MODERNE
C-00327;24;6 600 €;Yamaha MT-07;Néo-Rétro 90s;Les designs 'Manga' vieillissent mal.;DESIR_90S
C-00328;45;9 400 €;Kawasaki Z900;Néo-Rétro 90s;Les designs 'Manga' vieillissent mal.;NOSTALGIE
C-00329;53;6 900 €;Honda Hornet;Sportive Vintage;Je veux des couleurs flashy (Violet/Rose).;LOOK_CARRE
C-00330;27;9 900 €;Honda Hornet;Néo-Rétro 90s;Les motos neuves manquent d'âme.;DESIR_90S
C-00331;40;6 600 €;Honda Hornet;Café Racer Sportif;Les motos neuves manquent d'âme.;BUDGET_SERRE
C-00332;23;7 100 €;Honda Hornet;Scrambler 80s;Je déteste le phare avant insecte.;LOOK_CARRE
C-00333;47;9 800 €;Kawasaki Z900;Café Racer Sportif;Je veux le look d'avant mais la fiabilité de maintenant.;BUDGET_SERRE
C-00334;20;8 700 €;BMW NineT;Sportive Vintage;Trop de plastique, pas assez de carénage.;BUDGET_SERRE
C-00335;42;9 000 €;Honda Hornet;Sportive Vintage;Interdit de rouler en ville avec ma vieille moto (ZFE).;REJET_MANGA
C-00336;29;7 300 €;BMW NineT;Néo-Rétro 90s;Je veux le look d'avant mais la fiabilité de maintenant.;DESIR_90S
C-00337;26;8 900 €;Kawasaki Z900;Café Racer Sportif;Les motos neuves manquent d'âme.;DESIR_90S
C-00338;32;8 800 €;Yamaha MT-07;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;LOOK_CARRE
C-00339;47;11 000 €;Honda Hornet;Cyber-Punk 90s;Je veux le look d'avant mais la fiabilité de maintenant.;DESIR_90S
C-00340;47;6 200 €;Yamaha MT-07;Sportive Vintage;Trop de plastique, pas assez de carénage.;DESIR_90S
C-00341;37;6 500 €;Yamaha MT-07;Néo-Rétro 90s;Trop de plastique, pas assez de carénage.;REJET_MANGA
C-00342;28;10 600 €;Honda CB500F;Cyber-Punk 90s;Je veux des couleurs flashy (Violet/Rose).;LOOK_CARRE
C-00343;21;10 700 €;Honda CB500F;Néo-Rétro 90s;Les motos neuves manquent d'âme.;LOOK_CARRE
C-00344;53;9 800 €;Honda CB500F;Sportive Vintage;Les motos neuves manquent d'âme.;LOOK_CARRE
C-00345;25;7 400 €;Kawasaki Z900;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;LOOK_CARRE
C-00346;21;8 100 €;Honda CB500F;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;BUDGET_SERRE
C-00347;35;8 200 €;Honda Hornet;Sportive Vintage;Interdit de rouler en ville avec ma vieille moto (ZFE).;LOOK_CARRE
C-00348;33;7 700 €;Suzuki SV 650;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;BUDGET_SERRE
C-00349;43;9 300 €;Yamaha MT-07;Sportive Vintage;Je veux le look d'avant mais la fiabilité de maintenant.;FIABILITE_MODERNE
C-00350;41;7 200 €;Kawasaki Z900;Cyber-Punk 90s;Les designs 'Manga' vieillissent mal.;BUDGET_SERRE
C-00351;38;10 600 €;Suzuki SV 650;Scrambler 80s;Les motos neuves manquent d'âme.;NOSTALGIE
C-00352;31;7 200 €;Honda Hornet;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;NOSTALGIE
C-00353;22;9 600 €;BMW NineT;Replica Bol d'Or;Je déteste le phare avant insecte.;COULEUR_VINTAGE
C-00354;29;8 600 €;Honda Hornet;Néo-Rétro 90s;Trop de plastique, pas assez de carénage.;LOOK_CARRE
C-00355;37;10 300 €;Yamaha XSR 700;Néo-Rétro 90s;Les motos neuves manquent d'âme.;NOSTALGIE
C-00356;21;8 400 €;Suzuki SV 650;Néo-Rétro 90s;Les designs 'Manga' vieillissent mal.;LOOK_CARRE
C-00357;55;8 200 €;BMW NineT;Replica Bol d'Or;Trop de plastique, pas assez de carénage.;LOOK_CARRE
C-00358;51;8 600 €;Honda CB500F;Cyber-Punk 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;REJET_MANGA
C-00359;29;10 600 €;Yamaha XSR 700;Sportive Vintage;Les designs 'Manga' vieillissent mal.;LOOK_CARRE
C-00360;35;8 700 €;Kawasaki Z900;Cyber-Punk 90s;Je veux le look d'avant mais la fiabilité de maintenant.;COULEUR_VINTAGE
C-00361;22;8 000 €;Suzuki SV 650;Néo-Rétro 90s;Les motos neuves manquent d'âme.;BUDGET_SERRE
C-00362;21;9 000 €;Suzuki SV 650;Sportive Vintage;Interdit de rouler en ville avec ma vieille moto (ZFE).;BUDGET_SERRE
C-00363;22;6 900 €;BMW NineT;Cyber-Punk 90s;Trop de plastique, pas assez de carénage.;NOSTALGIE
C-00364;52;10 200 €;Honda Hornet;Sportive Vintage;Trop de plastique, pas assez de carénage.;REJET_MANGA
C-00365;40;8 200 €;Suzuki SV 650;Sportive Vintage;Interdit de rouler en ville avec ma vieille moto (ZFE).;DESIR_90S
C-00366;32;10 800 €;BMW NineT;Scrambler 80s;Les designs 'Manga' vieillissent mal.;LOOK_CARRE
C-00367;29;9 800 €;Kawasaki Z900;Sportive Vintage;Je déteste le phare avant insecte.;BUDGET_SERRE
C-00368;24;6 600 €;Honda Hornet;Cyber-Punk 90s;Les motos neuves manquent d'âme.;NOSTALGIE
C-00369;55;10 200 €;Yamaha XSR 700;Café Racer Sportif;Je veux des couleurs flashy (Violet/Rose).;REJET_MANGA
C-00370;38;9 800 €;Yamaha XSR 700;Cyber-Punk 90s;Je veux des couleurs flashy (Violet/Rose).;DESIR_90S
C-00371;39;11 000 €;Yamaha XSR 700;Sportive Vintage;Les designs 'Manga' vieillissent mal.;COULEUR_VINTAGE
C-00372;28;6 300 €;Yamaha XSR 700;Néo-Rétro 90s;Les designs 'Manga' vieillissent mal.;LOOK_CARRE
C-00373;31;8 300 €;Kawasaki Z900;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;LOOK_CARRE
C-00374;50;10 400 €;Kawasaki Z650;Sportive Vintage;Les motos neuves manquent d'âme.;DESIR_90S
C-00375;42;10 900 €;Kawasaki Z900;Cyber-Punk 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;REJET_MANGA
C-00376;45;9 100 €;Kawasaki Z650;Cyber-Punk 90s;Je veux le look d'avant mais la fiabilité de maintenant.;COULEUR_VINTAGE
C-00377;23;8 700 €;Honda Hornet;Sportive Vintage;Trop de plastique, pas assez de carénage.;LOOK_CARRE
C-00378;45;8 000 €;Yamaha MT-07;Néo-Rétro 90s;Je déteste le phare avant insecte.;LOOK_CARRE
C-00379;22;7 500 €;Honda Hornet;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;REJET_MANGA
C-00380;51;7 400 €;Suzuki SV 650;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;REJET_MANGA
C-00381;46;8 000 €;Suzuki SV 650;Cyber-Punk 90s;Je déteste le phare avant insecte.;COULEUR_VINTAGE
C-00382;31;10 100 €;Honda Hornet;Café Racer Sportif;Je veux des couleurs flashy (Violet/Rose).;LOOK_CARRE
C-00383;23;7 700 €;Yamaha XSR 700;Cyber-Punk 90s;Je veux des couleurs flashy (Violet/Rose).;NOSTALGIE
C-00384;37;9 900 €;Honda CB500F;Scrambler 80s;Les designs 'Manga' vieillissent mal.;DESIR_90S
C-00385;44;9 200 €;Honda CB500F;Scrambler 80s;Les designs 'Manga' vieillissent mal.;FIABILITE_MODERNE
C-00386;53;7 300 €;BMW NineT;Replica Bol d'Or;Interdit de rouler en ville avec ma vieille moto (ZFE).;NOSTALGIE
C-00387;34;9 200 €;Kawasaki Z900;Sportive Vintage;Je veux des couleurs flashy (Violet/Rose).;BUDGET_SERRE
C-00388;35;10 100 €;Suzuki SV 650;Cyber-Punk 90s;Les designs 'Manga' vieillissent mal.;NOSTALGIE
C-00389;38;6 400 €;BMW NineT;Sportive Vintage;Trop de plastique, pas assez de carénage.;FIABILITE_MODERNE
C-00390;20;8 200 €;Kawasaki Z650;Néo-Rétro 90s;Je veux le look d'avant mais la fiabilité de maintenant.;NOSTALGIE
C-00391;52;8 300 €;Suzuki SV 650;Néo-Rétro 90s;Je déteste le phare avant insecte.;REJET_MANGA
C-00392;43;10 100 €;Honda Hornet;Café Racer Sportif;Je veux le look d'avant mais la fiabilité de maintenant.;REJET_MANGA
C-00393;34;9 400 €;Suzuki SV 650;Néo-Rétro 90s;Trop de plastique, pas assez de carénage.;DESIR_90S
C-00394;48;6 600 €;Honda Hornet;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;DESIR_90S
C-00395;36;8 900 €;Honda Hornet;Sportive Vintage;Les designs 'Manga' vieillissent mal.;DESIR_90S
C-00396;27;9 400 €;Suzuki SV 650;Néo-Rétro 90s;Les motos neuves manquent d'âme.;REJET_MANGA
C-00397;22;8 300 €;Kawasaki Z900;Cyber-Punk 90s;Les designs 'Manga' vieillissent mal.;REJET_MANGA
C-00398;32;6 000 €;Honda Hornet;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;LOOK_CARRE
C-00399;54;6 300 €;Honda CB500F;Café Racer Sportif;Trop de plastique, pas assez de carénage.;BUDGET_SERRE
C-00400;50;9 300 €;Kawasaki Z650;Cyber-Punk 90s;Les designs 'Manga' vieillissent mal.;REJET_MANGA
C-00401;26;8 800 €;Kawasaki Z900;Sportive Vintage;Les designs 'Manga' vieillissent mal.;REJET_MANGA
C-00402;50;6 700 €;Yamaha XSR 700;Scrambler 80s;Trop de plastique, pas assez de carénage.;DESIR_90S
C-00403;43;7 000 €;Kawasaki Z900;Café Racer Sportif;Les designs 'Manga' vieillissent mal.;LOOK_CARRE
C-00404;53;6 000 €;Yamaha MT-07;Café Racer Sportif;Les designs 'Manga' vieillissent mal.;REJET_MANGA
C-00405;36;6 400 €;Yamaha MT-07;Sportive Vintage;Je veux le look d'avant mais la fiabilité de maintenant.;REJET_MANGA
C-00406;36;7 500 €;Kawasaki Z650;Cyber-Punk 90s;Je déteste le phare avant insecte.;BUDGET_SERRE
C-00407;29;9 700 €;Yamaha MT-07;Scrambler 80s;Je déteste le phare avant insecte.;LOOK_CARRE
C-00408;33;6 900 €;BMW NineT;Néo-Rétro 90s;Les designs 'Manga' vieillissent mal.;DESIR_90S
C-00409;37;8 900 €;Yamaha XSR 700;Sportive Vintage;Je veux des couleurs flashy (Violet/Rose).;REJET_MANGA
C-00410;45;6 000 €;Kawasaki Z650;Replica Bol d'Or;Interdit de rouler en ville avec ma vieille moto (ZFE).;BUDGET_SERRE
C-00411;36;7 900 €;Kawasaki Z650;Café Racer Sportif;Les motos neuves manquent d'âme.;DESIR_90S
C-00412;40;10 700 €;BMW NineT;Sportive Vintage;Trop de plastique, pas assez de carénage.;COULEUR_VINTAGE
C-00413;35;9 700 €;BMW NineT;Cyber-Punk 90s;Je veux des couleurs flashy (Violet/Rose).;COULEUR_VINTAGE
C-00414;38;7 800 €;Suzuki SV 650;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;DESIR_90S
C-00415;38;8 400 €;Honda CB500F;Néo-Rétro 90s;Les designs 'Manga' vieillissent mal.;BUDGET_SERRE
C-00416;39;9 500 €;Suzuki SV 650;Replica Bol d'Or;Je veux des couleurs flashy (Violet/Rose).;LOOK_CARRE
C-00417;23;7 100 €;Suzuki SV 650;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;DESIR_90S
C-00418;49;6 100 €;Yamaha XSR 700;Cyber-Punk 90s;Les designs 'Manga' vieillissent mal.;NOSTALGIE
